2788;DURU SIVI SABUN 300 ML;empty;-;8690506421090;5.50;6.49;7.99;0;0;678;-2;18.00;5;DURU%20SIVI%20SABUN%20300%20ML
2789;DURU SIVI SABUN 500 ML;empty;-;8690506482176;3.50;4.13;4.99;0;0;678;0;18.00;5;DURU%20SIVI%20SABUN%20500%20ML
2790;DURU SIVI SABUN DEĞERLİ ÇİÇEKLER 1.5LT;empty;-;8690506493608;15.15;12.69;15.99;0;0;678;0;18.00;5;DURU%20SIVI%20SABUN%20DE%C4%9EERL%C4%B0%20%C3%87%C4%B0%C3%87EKLER%201.5LT
2791;DURU ŞAMPUAN 750 ML;empty;-;8690506395056;4.50;5.31;5.99;0;0;678;0;18.00;2;DURU%20%C5%9EAMPUAN%20750%20ML
2792;DURU ZAYIF VE İNCE TELLİ SAÇLARA;empty;-;8690506415051;4.50;5.31;5.99;0;0;678;0;18.00;5;DURU%20ZAYIF%20VE%20%C4%B0NCE%20TELL%C4%B0%20SA%C3%87LARA
2793;DURU ZEYTİN YAĞLI DUŞ JELİ 500 ML;empty;-;8690506479237;8.00;9.44;11.99;0;0;678;0;18.00;5;DURU%20ZEYT%C4%B0N%20YA%C4%9ELI%20DU%C5%9E%20JEL%C4%B0%20500%20ML
2794;DURUKAN JOX YASSI LOLİPOP;empty;-;86936002;0.17;0.19;0.50;0;0;679;24;8.00;4;DURUKAN%20JOX%20YASSI%20LOL%C4%B0POP
2795;DUŞ LİF;empty;-;36;0.50;0.59;1.50;0;0;680;16;18.00;5;DU%C5%9E%20L%C4%B0F
2796;DUT KURUSU;empty;-;4021;25.93;28.00;45.00;0;0;681;4;8.00;11;DUT%20KURUSU
2797;ECEM ERKEK CORAP;empty;-;9797893925268;1.67;1.67;3.00;0;0;682;-48;18.00;2;ECEM%20ERKEK%20CORAP
2798;EDA BEBE SİLİKON EMZİK;empty;-;8699943240547;2.12;2.50;3.50;0;0;685;23;18.00;5;EDA%20BEBE%20S%C4%B0L%C4%B0KON%20EMZ%C4%B0K
2799;EDA BEBE SLİKONLU BİBERON EMZİĞİ;empty;-;8699943240592;2.25;2.43;3.50;0;0;685;-19;8.00;2;EDA%20BEBE%20SL%C4%B0KONLU%20B%C4%B0BERON%20EMZ%C4%B0%C4%9E%C4%B0
2800;EDA BİBERON;empty;-;8699943240608;2.00;2.36;2.99;0;0;685;-2;18.00;5;EDA%20B%C4%B0BERON
2801;EDA EMZİK (3)*1;empty;-;8699943240554;2.12;2.50;3.50;0;0;685;24;18.00;5;EDA%20EMZ%C4%B0K%20%283%29%2A1
2802;EDA SİLİKON DAMAKLI EMZİK (1) 0-6 AYLIK;empty;-;8699943240530;2.31;2.50;3.50;0;0;685;24;8.00;4;EDA%20S%C4%B0L%C4%B0KON%20DAMAKLI%20EMZ%C4%B0K%20%281%29%200-6%20AYLIK
2803;EDSON HALEGON AMPUL 52W;empty;-;8698753130475;2.46;2.90;4.50;0;0;686;4;18.00;7;EDSON%20HALEGON%20AMPUL%2052W
2804;EDSON HELEGEN AMPUL 18WAT;empty;-;8698753130444;2.46;2.90;4.50;0;0;686;5;18.00;7;EDSON%20HELEGEN%20AMPUL%2018WAT
2805;EGE BAL 40 GR;empty;-;8697405451821;1.50;1.62;2.50;0;0;687;0;8.00;8;EGE%20BAL%2040%20GR
2806;EGE PEYNİR TATLISI 150 GR;empty;-;8690650080464;4.00;4.32;5.50;0;0;687;0;8.00;8;EGE%20PEYN%C4%B0R%20TATLISI%20150%20GR
2807;EGEBİRLİK ZEYTİN YAĞI 5 LT;empty;-;8697462430012;79.50;85.86;100.00;0;0;688;2;8.00;8;EGEB%C4%B0RL%C4%B0K%20ZEYT%C4%B0N%20YA%C4%9EI%205%20LT
2808;EGEMEN KİMYON;empty;-;8697950450119;1.00;1.08;1.75;0;0;689;0;8.00;12;EGEMEN%20K%C4%B0MYON
2809;EGOİSTE DEODORANT;empty;-;8697429231911;5.00;5.90;6.99;0;0;690;-3;18.00;2;EGO%C4%B0STE%20DEODORANT
2810;EGOİSTE DEODORANT;empty;-;8697429231959;5.00;5.90;9.95;0;0;690;-2;18.00;2;EGO%C4%B0STE%20DEODORANT
2811;EGOİSTE JÖLE 750 ML;empty;-;8697429233007;4.00;4.72;5.99;0;0;690;0;18.00;2;EGO%C4%B0STE%20J%C3%96LE%20750%20ML
2812;EKBAY MİKROFİBER 4'LÜ SET;empty;-;8698881819020;4.00;4.72;5.99;0;0;691;0;18.00;5;EKBAY%20M%C4%B0KROF%C4%B0BER%204%27L%C3%9C%20SET
2813;EKER AYRAN 1000 ML;empty;-;8691316520119;3.82;4.12;5.95;0;0;694;5;8.00;3;EKER%20AYRAN%201000%20ML
2814;EKER AYRAN 1500 ML;empty;-;8691316520416;6.48;7.00;8.95;0;0;694;-6;8.00;8;EKER%20AYRAN%201500%20ML
2815;EKER ÇİKOLATALI PUDİNG 80 GR;empty;-;8691316521789;2.19;2.36;2.95;0;0;694;-8;8.00;8;EKER%20%C3%87%C4%B0KOLATALI%20PUD%C4%B0NG%2080%20GR
2816;EKER ÇİKOLATALI SÜT 180ML;empty;-;8691316521505;1.19;1.29;1.75;0;0;694;-56;8.00;8;EKER%20%C3%87%C4%B0KOLATALI%20S%C3%9CT%20180ML
2817;EKER ÇİLEKLİ MEYVELİ SÜZME YOĞURT 125GR;empty;-;8691316521659;3.30;3.56;4.50;0;0;694;10;8.00;8;EKER%20%C3%87%C4%B0LEKL%C4%B0%20MEYVEL%C4%B0%20S%C3%9CZME%20YO%C4%9EURT%20125GR
2818;EKER ÇİLEKLİ YOĞURT 80 GR;empty;-;8691316521826;2.19;2.36;2.95;0;0;694;1;8.00;4;EKER%20%C3%87%C4%B0LEKL%C4%B0%20YO%C4%9EURT%2080%20GR
2819;EKER EFSANE KOVA YOĞURT 2 KG;empty;-;8691316521550;9.59;10.36;12.50;0;0;694;5;8.00;4;EKER%20EFSANE%20KOVA%20YO%C4%9EURT%202%20KG
2820;EKER EFSANE YOĞURT 1250GR;empty;-;8691316522540;7.37;7.96;9.95;0;0;694;0;8.00;4;EKER%20EFSANE%20YO%C4%9EURT%201250GR
2821;EKER EFSANE YOĞURT 350 ML;empty;-;8691316521567;2.93;3.16;3.95;0;0;694;0;8.00;4;EKER%20EFSANE%20YO%C4%9EURT%20350%20ML
2822;EKER EFSANE YOĞURT 750 GR;empty;-;8691316521468;5.15;5.56;6.95;0;0;694;1;8.00;8;EKER%20EFSANE%20YO%C4%9EURT%20750%20GR
2823;EKER HÖŞMERİM 150 GR;empty;-;8691316522144;2.56;2.76;3.50;0;0;694;3;8.00;8;EKER%20H%C3%96%C5%9EMER%C4%B0M%20150%20GR
2824;EKER KAYISILI MEYVELİ SÜZME YOĞURT 125GR;empty;-;8691316522403;3.30;3.56;4.50;0;0;694;4;8.00;8;EKER%20KAYISILI%20MEYVEL%C4%B0%20S%C3%9CZME%20YO%C4%9EURT%20125GR
2825;EKER KAYISILI YOĞURT 80 GR;empty;-;8691316521833;1.67;1.80;2.25;0;0;694;0;8.00;4;EKER%20KAYISILI%20YO%C4%9EURT%2080%20GR
2826;EKER KAYMAK 100 GR;empty;-;8691316521154;5.00;5.40;6.75;0;0;694;-7;8.00;8;EKER%20KAYMAK%20100%20GR
2827;EKER KAYMAK 200 GR;empty;-;8691316520546;11.45;12.36;15.95;0;0;694;-1;8.00;8;EKER%20KAYMAK%20200%20GR
2828;EKER KAYMAKLI TAVA YOĞURT 1 KG;empty;-;8691316521666;8.11;8.76;10.95;0;0;694;-4;8.00;8;EKER%20KAYMAKLI%20TAVA%20YO%C4%9EURT%201%20KG
2829;EKER KAYMAKLI YOĞURT 500 GR;empty;-;8691316521673;4.63;5.00;6.25;0;0;694;2;8.00;4;EKER%20KAYMAKLI%20YO%C4%9EURT%20500%20GR
2830;EKER KAZANDİBİ TATLI 150 GR;empty;-;8691316525022;3.30;3.56;4.50;0;0;694;5;8.00;8;EKER%20KAZAND%C4%B0B%C4%B0%20TATLI%20150%20GR
2831;EKER KEFIR 200 ML SADE ;empty;-;8691316521642;2.50;2.70;3.50;0;0;694;0;8.00;3;EKER%20KEFIR%20200%20ML%20SADE%20
2832;EKER KEFİR 1LT DOĞAL;empty;-;8691316521208;6.63;7.16;8.95;0;0;694;3;8.00;4;EKER%20KEF%C4%B0R%201LT%20DO%C4%9EAL
2833;EKER KEFİR ANANAS 200 ML;empty;-;8691316522885;2.93;3.16;3.95;0;0;694;-4;8.00;4;EKER%20KEF%C4%B0R%20ANANAS%20200%20ML
2834;EKER KEFİR ELMA TARÇINLI 200 GR;empty;-;8691316521611;2.93;3.16;3.95;0;0;694;4;8.00;4;EKER%20KEF%C4%B0R%20ELMA%20TAR%C3%87INLI%20200%20GR
2835;EKER KEŞKÜL 150 GR;empty;-;8691316522007;2.56;2.76;3.50;0;0;694;6;8.00;8;EKER%20KE%C5%9EK%C3%9CL%20150%20GR
2836;EKER KÖY TİPİ BİDON YOĞRUT 2000 GR;empty;-;8691316520935;11.08;11.96;14.95;0;0;694;5;8.00;8;EKER%20K%C3%96Y%20T%C4%B0P%C4%B0%20B%C4%B0DON%20YO%C4%9ERUT%202000%20GR
2837;EKER LABNE 180 GR;empty;-;8691316523196;4.59;4.96;6.50;0;0;694;-1;8.00;4;EKER%20LABNE%20180%20GR
2838;EKER MUZLU PUDİNG 80 GR;empty;-;8691316521796;2.19;2.36;2.95;0;0;694;22;8.00;8;EKER%20MUZLU%20PUD%C4%B0NG%2080%20GR
2839;EKER ORMAN MEYVELİ SÜZME YOĞURT 125GR;empty;-;8691316521727;3.30;3.56;4.50;0;0;694;1;8.00;8;EKER%20ORMAN%20MEYVEL%C4%B0%20S%C3%9CZME%20YO%C4%9EURT%20125GR
2840;EKER PROBİYOTİK 1 LT;empty;-;8691316522724;4.41;4.76;6.00;0;0;694;11;8.00;4;EKER%20PROB%C4%B0YOT%C4%B0K%201%20LT
2841;EKER PROFİTEROL 100GR;empty;-;8691316522236;3.30;3.56;4.50;0;0;694;14;8.00;8;EKER%20PROF%C4%B0TEROL%20100GR
2842;EKER SADE SÜT 200 ML;empty;-;8691316521062;1.33;1.44;2.00;0;0;694;14;8.00;8;EKER%20SADE%20S%C3%9CT%20200%20ML
2843;EKER SAKIZLI MUHALLEBİ 150GR;empty;-;8691316522038;2.78;3.00;4.00;0;0;694;5;8.00;8;EKER%20SAKIZLI%20MUHALLEB%C4%B0%20150GR
2844;EKER SUPANGLE 150 GR;empty;-;8691316522052;3.30;3.56;4.50;0;0;694;-22;8.00;8;EKER%20SUPANGLE%20150%20GR
2845;EKER SÜTLAÇ 150GR;empty;-;8691316522014;3.30;3.56;4.50;0;0;694;21;8.00;8;EKER%20S%C3%9CTLA%C3%87%20150GR
2846;EKER SÜZME YOĞURT 400 GR;empty;-;8691316521178;5.15;5.56;7.50;0;0;694;4;8.00;8;EKER%20S%C3%9CZME%20YO%C4%9EURT%20400%20GR
2847;EKER SÜZME YOĞURT 900 GR;empty;-;8691316520973;14.41;15.56;19.45;0;0;694;8;8.00;8;EKER%20S%C3%9CZME%20YO%C4%9EURT%20900%20GR
2848;EKER TAVUKGÖĞSÜ150 GR;empty;-;8691316522021;3.30;3.56;4.50;0;0;694;-11;8.00;8;EKER%20TAVUKG%C3%96%C4%9ES%C3%9C150%20GR
2849;EKER VİŞNELİ MEYVELİ SÜZME YOĞURT 125GR;empty;-;8691316522410;2.36;2.36;2.99;0;0;694;1;8.00;8;EKER%20V%C4%B0%C5%9ENEL%C4%B0%20MEYVEL%C4%B0%20S%C3%9CZME%20YO%C4%9EURT%20125GR
2850;EKER YARIM YAĞLI SÜT 200 ML;empty;-;8691316522830;1.19;1.28;1.75;0;0;694;-33;8.00;4;EKER%20YARIM%20YA%C4%9ELI%20S%C3%9CT%20200%20ML
2851;EKER-KEFIR ÇILEK 200 ML;empty;-;8691316521628;2.19;2.36;3.50;0;0;695;1;8.00;4;EKER-KEFIR%20%C3%87ILEK%20200%20ML
2852;EKER-KEFIR SEFTALI 200ML;empty;-;8691316521635;2.93;3.16;3.95;0;0;695;3;8.00;4;EKER-KEFIR%20SEFTALI%20200ML
2853;EKMEK ÇİFTLİ ;empty;-;16;2.59;2.80;4.00;0;0;697;-579;8.00;17;EKMEK%20%C3%87%C4%B0FTL%C4%B0%20
2854;EKMEK KADAYIF;empty;-;4050;14.81;16.00;30.00;0;0;697;-6;8.00;20;EKMEK%20KADAYIF
2855;EKMEK KAREDENİZ 600 GR;empty;-;8699032000601;2.50;2.70;4.00;0;0;697;0;8.00;17;EKMEK%20KAREDEN%C4%B0Z%20600%20GR
2856;EKO BEYAZ 32'Lİ TUVALET KAĞIDI;empty;-;8697459720690;10.00;11.80;13.00;0;0;699;0;18.00;5;EKO%20BEYAZ%2032%27L%C4%B0%20TUVALET%20KA%C4%9EIDI
2857;EKO KÖY TELLİ PEYNİR;empty;-;1042;32.41;35.00;42.50;0;0;699;-2;8.00;6;EKO%20K%C3%96Y%20TELL%C4%B0%20PEYN%C4%B0R
2858;EKO TRABZON USULÜ TEREYAĞ ;empty;-;1188;31.48;34.00;42.50;0;0;699;12;8.00;6;EKO%20TRABZON%20USUL%C3%9C%20TEREYA%C4%9E%20
2859;EKOL FARAŞ;empty;-;8699300920914;1.69;2.00;3.50;0;0;700;0;18.00;4;EKOL%20FARA%C5%9E
2860;EKOL HAVLU MOP;empty;-;8699300920327;3.81;4.50;6.50;0;0;700;4;18.00;4;EKOL%20HAVLU%20MOP
2861;EKOL İP PÜSKÜL;empty;-;8699300920006;3.81;4.50;6.50;0;0;700;-2;18.00;4;EKOL%20%C4%B0P%20P%C3%9CSK%C3%9CL
2862;EKOL MOP PASPAS;empty;-;8699300920044;3.81;4.50;6.50;0;0;700;-2;18.00;4;EKOL%20MOP%20PASPAS
2863;EKOL SERT FIRÇA;empty;-;8699300920587;3.81;4.50;6.50;0;0;700;2;18.00;4;EKOL%20SERT%20FIR%C3%87A
2864;EKOMİS ;empty;-;8691917081071;5.00;5.90;6.50;0;0;701;0;18.00;5;EKOM%C4%B0S%20
2865;EKOMİS ALİMİNYUM FOLYO 15 M;empty;-;8680264820341;2.50;2.95;3.99;0;0;701;0;18.00;5;EKOM%C4%B0S%20AL%C4%B0M%C4%B0NYUM%20FOLYO%2015%20M
2866;EKOMİS BULAŞIK SÜNGER;empty;-;8680264820679;0.70;0.83;1.50;0;0;701;-2;18.00;5;EKOM%C4%B0S%20BULA%C5%9EIK%20S%C3%9CNGER
2867;EKOMİS BULAŞIK SÜNGER 2'Lİ;empty;-;8680264820709;1.02;1.20;1.99;0;0;701;9;18.00;5;EKOM%C4%B0S%20BULA%C5%9EIK%20S%C3%9CNGER%202%27L%C4%B0
2868;EKOMİS BULAŞIK TELİ;empty;-;8680264820624;0.50;0.59;1.00;0;0;701;-19;18.00;5;EKOM%C4%B0S%20BULA%C5%9EIK%20TEL%C4%B0
2869;EKOMİS BUZ TORBASI;empty;-;8680264820303;1.50;1.77;2.50;0;0;701;0;18.00;5;EKOM%C4%B0S%20BUZ%20TORBASI
2870;EKOMİS BUZDOLABI POŞETİ BÜYÜK BOY;empty;-;8680264820280;1.50;1.77;2.25;0;0;701;0;18.00;5;EKOM%C4%B0S%20BUZDOLABI%20PO%C5%9EET%C4%B0%20B%C3%9CY%C3%9CK%20BOY
2871;EKOMİS BUZDOLABI POŞETİ KÜÇÜK BOY;empty;-;8680264820266;1.50;1.77;2.25;0;0;701;4;18.00;5;EKOM%C4%B0S%20BUZDOLABI%20PO%C5%9EET%C4%B0%20K%C3%9C%C3%87%C3%9CK%20BOY
2872;EKOMİS BUZDOLABI POŞETİ ORTA BOY;empty;-;8680264820273;1.50;1.77;2.25;0;0;701;0;18.00;5;EKOM%C4%B0S%20BUZDOLABI%20PO%C5%9EET%C4%B0%20ORTA%20BOY
2873;EKOMİS BÜZGÜLÜ ÇÖP POŞETİ;empty;-;8680264820990;4.00;4.72;6.50;0;0;701;0;18.00;5;EKOM%C4%B0S%20B%C3%9CZG%C3%9CL%C3%9C%20%C3%87%C3%96P%20PO%C5%9EET%C4%B0
2874;EKOMİS BÜZGÜLÜ ÇÖP POŞETİ;empty;-;8680264820945;5.00;5.90;6.50;0;0;701;0;18.00;5;EKOM%C4%B0S%20B%C3%9CZG%C3%9CL%C3%9C%20%C3%87%C3%96P%20PO%C5%9EET%C4%B0
2875;EKOMİS BÜZGÜLÜ ÇÖP TORBASI;empty;-;8680264828644;4.00;4.72;6.50;0;0;701;4;18.00;5;EKOM%C4%B0S%20B%C3%9CZG%C3%9CL%C3%9C%20%C3%87%C3%96P%20TORBASI
2876;EKOMİS BÜZGÜLÜ ÇÖP TORBASI;empty;-;8680264821003;5.00;5.90;6.50;0;0;701;0;18.00;5;EKOM%C4%B0S%20B%C3%9CZG%C3%9CL%C3%9C%20%C3%87%C3%96P%20TORBASI
2877;EKOMİS BÜZGÜLÜ ÇÖP TORBASI;empty;-;8680264820921;5.00;5.90;6.50;0;0;701;-1;18.00;5;EKOM%C4%B0S%20B%C3%9CZG%C3%9CL%C3%9C%20%C3%87%C3%96P%20TORBASI
2878;EKOMİS BÜZGÜLÜ ÇÖP TORBASI ORTA BOY;empty;-;8680264820914;5.00;5.90;6.50;0;0;701;0;18.00;5;EKOM%C4%B0S%20B%C3%9CZG%C3%9CL%C3%9C%20%C3%87%C3%96P%20TORBASI%20ORTA%20BOY
2879;EKOMİS BÜZGÜLÜ ÇÖP TORBASI ORTA BOY;empty;-;8680264828668;4.00;4.72;6.50;0;0;701;1;18.00;5;EKOM%C4%B0S%20B%C3%9CZG%C3%9CL%C3%9C%20%C3%87%C3%96P%20TORBASI%20ORTA%20BOY
2880;EKOMİS BÜZGÜLÜ LAVANTALI ÇÖP TORBASI BÜYÜK BOY;empty;-;8680264820983;5.00;5.90;6.50;0;0;701;0;18.00;5;EKOM%C4%B0S%20B%C3%9CZG%C3%9CL%C3%9C%20LAVANTALI%20%C3%87%C3%96P%20TORBASI%20B%C3%9CY%C3%9CK%20BOY
2881;EKOMİS CAM BEZİ 3 AL 2 ÖDE;empty;-;8680264820907;3.50;4.13;5.00;0;0;701;6;18.00;5;EKOM%C4%B0S%20CAM%20BEZ%C4%B0%203%20AL%202%20%C3%96DE
2882;EKOMİS ÇÖP JUMBO;empty;-;8680264820242;4.50;5.31;6.25;0;0;701;0;18.00;5;EKOM%C4%B0S%20%C3%87%C3%96P%20JUMBO
2883;EKOMİS ÇÖP POŞETİ BATTAL;empty;-;8680264820235;7.00;8.26;9.50;0;0;701;0;18.00;5;EKOM%C4%B0S%20%C3%87%C3%96P%20PO%C5%9EET%C4%B0%20BATTAL
2884;EKOMİS ÇÖP POŞETİ BÜYÜK BOY;empty;-;8680264820099;2.00;2.36;2.99;0;0;701;4;18.00;5;EKOM%C4%B0S%20%C3%87%C3%96P%20PO%C5%9EET%C4%B0%20B%C3%9CY%C3%9CK%20BOY
2885;EKOMİS ÇÖP POŞETİ MİNİ BOY;empty;-;8680264820020;2.00;2.36;2.99;0;0;701;0;18.00;5;EKOM%C4%B0S%20%C3%87%C3%96P%20PO%C5%9EET%C4%B0%20M%C4%B0N%C4%B0%20BOY
2886;EKOMİS ÇÖP POŞETİ ORTA;empty;-;8680264820082;2.00;2.36;2.99;0;0;701;0;18.00;5;EKOM%C4%B0S%20%C3%87%C3%96P%20PO%C5%9EET%C4%B0%20ORTA
2887;EKOMİS ÇÖP TORBASI;empty;-;8691917081125;5.00;5.90;6.50;0;0;701;10;18.00;5;EKOM%C4%B0S%20%C3%87%C3%96P%20TORBASI
2888;EKOMİS ÇÖP TORBASI EKO BATTAL BOY;empty;-;8680264820105;4.25;5.02;5.50;0;0;701;-1;18.00;5;EKOM%C4%B0S%20%C3%87%C3%96P%20TORBASI%20EKO%20BATTAL%20BOY
2889;EKOMİS ÇÖP TORBASI JUMBO BOY;empty;-;8680264820112;5.50;6.49;7.50;0;0;701;0;18.00;5;EKOM%C4%B0S%20%C3%87%C3%96P%20TORBASI%20JUMBO%20BOY
2890;EKOMİS EKOSTAR YEDEK MOP;empty;-;8680264820839;7.62;7.62;9.99;0;0;701;2;18.00;5;EKOM%C4%B0S%20EKOSTAR%20YEDEK%20MOP
2891;EKOMİS FIRIN TORBASI;empty;-;8680264820310;1.00;1.18;1.95;0;0;701;0;18.00;5;EKOM%C4%B0S%20FIRIN%20TORBASI
2892;EKOMİS FOLYO;empty;-;8680264820334;3.00;3.54;4.45;0;0;701;0;18.00;5;EKOM%C4%B0S%20FOLYO
2893;EKOMİS KİLİTLİ BUZDOLAP POŞETİ 15 ADET;empty;-;8680264820297;1.85;2.18;2.75;0;0;701;0;18.00;5;EKOM%C4%B0S%20K%C4%B0L%C4%B0TL%C4%B0%20BUZDOLAP%20PO%C5%9EET%C4%B0%2015%20ADET
2894;EKOMİS KONFOR SÜNGER 2Lİ;empty;-;8680264829924;3.54;3.54;4.99;0;0;701;11;18.00;5;EKOM%C4%B0S%20KONFOR%20S%C3%9CNGER%202L%C4%B0
2895;EKOMİS MİKROFİBER HAVLU PASPAS;empty;-;8680264829863;5.50;6.49;7.50;0;0;701;0;18.00;5;EKOM%C4%B0S%20M%C4%B0KROF%C4%B0BER%20HAVLU%20PASPAS
2896;EKOMİS MOP YEDEK SOPA;empty;-;8680264828200;20.00;23.60;29.99;0;0;701;15;18.00;5;EKOM%C4%B0S%20MOP%20YEDEK%20SOPA
2897;EKOMİS OVMA TELİ 3'LÜ;empty;-;8680264829900;2.42;2.85;3.99;0;0;701;-1;18.00;5;EKOM%C4%B0S%20OVMA%20TEL%C4%B0%203%27L%C3%9C
2898;EKOMİS SOPA ;empty;-;8680264828606;4.60;4.60;5.99;0;0;701;12;18.00;5;EKOM%C4%B0S%20SOPA%20
2899;EKOMİS STANDART PASPAS;empty;-;8680264829825;4.86;4.86;5.99;0;0;701;15;18.00;5;EKOM%C4%B0S%20STANDART%20PASPAS
2900;EKOMİS STREÇ FİLM 15 MT;empty;-;8680264820358;2.50;2.95;3.99;0;0;701;0;18.00;5;EKOM%C4%B0S%20STRE%C3%87%20F%C4%B0LM%2015%20MT
2901;EKOMİS SÜNGER;empty;-;8620864820679;0.50;0.59;1.00;0;0;701;0;18.00;5;EKOM%C4%B0S%20S%C3%9CNGER
2902;EKOMİS TEMİZLİK BEZİ 3 LÜ;empty;-;8680264820778;2.25;1.78;2.75;0;0;701;37;8.00;5;EKOM%C4%B0S%20TEM%C4%B0ZL%C4%B0K%20BEZ%C4%B0%203%20L%C3%9C
2903;EKOMİS TEMİZLİK BEZİ MİKRO FİBER 4 LÜ;empty;-;8680264821027;6.50;6.50;7.99;0;0;701;26;8.00;5;EKOM%C4%B0S%20TEM%C4%B0ZL%C4%B0K%20BEZ%C4%B0%20M%C4%B0KRO%20F%C4%B0BER%204%20L%C3%9C
2904;EKOMİS TEMİZLİK SETİ KOMPLE TAKIM;empty;-;8680264829887;17.50;17.50;20.99;0;0;701;5;18.00;5;EKOM%C4%B0S%20TEM%C4%B0ZL%C4%B0K%20SET%C4%B0%20KOMPLE%20TAKIM
2905;EKOMİS YAĞLI PİŞİRME KAĞIDI;empty;-;8680264820815;4.50;5.31;5.99;0;0;701;0;18.00;5;EKOM%C4%B0S%20YA%C4%9ELI%20P%C4%B0%C5%9E%C4%B0RME%20KA%C4%9EIDI
2906;EKOMİS YAĞLI PİŞİRME KAĞIDI  8 MT;empty;-;8680264820327;4.50;5.31;5.99;0;0;701;0;18.00;5;EKOM%C4%B0S%20YA%C4%9ELI%20P%C4%B0%C5%9E%C4%B0RME%20KA%C4%9EIDI%20%208%20MT
2907;EKONET ASKILI KOKU GİDERİCİ 50 GR;empty;-;8682567563468;1.48;1.75;2.50;0;0;702;-15;18.00;5;EKONET%20ASKILI%20KOKU%20G%C4%B0DER%C4%B0C%C4%B0%2050%20GR
2908;EKOSTAR TEMİZLİK SETİ;empty;-;8680264820662;20.00;23.60;27.50;0;0;703;0;18.00;5;EKOSTAR%20TEM%C4%B0ZL%C4%B0K%20SET%C4%B0
2909;EKŞİ ELMA;empty;-;1170;6.20;6.27;8.95;0;0;705;-10;1.00;14;EK%C5%9E%C4%B0%20ELMA
2910;EKŞİ YÜZ ÇİLEKLİ TEKLİ;empty;-;8693323276003;0.10;0.11;0.25;0;0;705;-31;8.00;4;EK%C5%9E%C4%B0%20Y%C3%9CZ%20%C3%87%C4%B0LEKL%C4%B0%20TEKL%C4%B0
2911;EL EMEĞİ GALETE SÜTLÜ GEVREK;empty;-;8680126572128;2.50;2.70;4.00;0;0;707;0;8.00;17;EL%20EME%C4%9E%C4%B0%20GALETE%20S%C3%9CTL%C3%9C%20GEVREK
2912;EL EMEĞİ GALETE TAM BUĞDAY;empty;-;8680126570070;2.00;2.16;3.00;0;0;707;0;8.00;17;EL%20EME%C4%9E%C4%B0%20GALETE%20TAM%20BU%C4%9EDAY
2913;EL FENERİ BÜYÜK;empty;-;8697460350343;1.85;2.00;3.50;0;0;707;42;8.00;4;EL%20FENER%C4%B0%20B%C3%9CY%C3%9CK
2914;EL RUHA SEYLAN ÇAYI 400 GR;empty;-;8680331330278;24.07;26.00;36.95;0;0;707;0;8.00;4;EL%20RUHA%20SEYLAN%20%C3%87AYI%20400%20GR
2915;EL SABUN BİDON 30 KGLUK ;empty;-;8693684003041;46.61;55.00;75.00;0;0;707;0;18.00;4;EL%20SABUN%20B%C4%B0DON%2030%20KGLUK%20
2916;ELBİPAK JELATİNLİ KÖRÜKLÜ PİKNİK PİPET 100 AD.;empty;-;8681715076300;4.24;5.00;8.00;0;0;708;6;18.00;4;ELB%C4%B0PAK%20JELAT%C4%B0NL%C4%B0%20K%C3%96R%C3%9CKL%C3%9C%20P%C4%B0KN%C4%B0K%20P%C4%B0PET%20100%20AD.
2917;ELDE CEP ISLAK MENDİL;empty;-;8681217102552;0.50;0.54;1.00;0;0;709;-30;8.00;2;ELDE%20CEP%20ISLAK%20MEND%C4%B0L
2918;ELDİVEN 6 ADET;empty;-;8680830010008;0.00;0.00;9.95;0;0;711;-3;8.00;4;ELD%C4%B0VEN%206%20ADET
2919;ELDİVEN BABY;empty;-;8690648306750;2.00;2.36;2.99;0;0;711;0;18.00;5;ELD%C4%B0VEN%20BABY
2920;ELEKTİRİK BANDI SİYAH;empty;-;8698605681612;1.00;1.18;2.00;0;0;712;0;18.00;7;ELEKT%C4%B0R%C4%B0K%20BANDI%20S%C4%B0YAH
2921;ELEKTRİK BANDI;empty;-;6922400800018;0.50;0.59;2.00;0;0;714;-1;18.00;5;ELEKTR%C4%B0K%20BANDI
2922;ELEKTRİK BANDI;empty;-;8681038160151;0.59;0.70;2.00;0;0;714;-2;18.00;5;ELEKTR%C4%B0K%20BANDI
2923;ELEKTRİK BANDI;empty;-;8697826110086;0.68;0.80;2.00;0;0;714;-13;18.00;5;ELEKTR%C4%B0K%20BANDI
2924;ELEKTRİK BANDI;empty;-;8681248709188;0.75;0.89;2.00;0;0;714;-3;18.00;5;ELEKTR%C4%B0K%20BANDI
2925;ELEKTRİK BANDI;empty;-;8699958351351;0.69;0.75;2.00;0;0;714;1;8.00;4;ELEKTR%C4%B0K%20BANDI
2926;ELEKTRİK BANTI;empty;-;1234567890012;0.64;0.75;1.50;0;0;714;13;18.00;4;ELEKTR%C4%B0K%20BANTI
2927;ELENOR SIVI EL SABUNU 2 LT ROMANTİK;empty;-;8693023041499;7.04;7.56;9.50;0;0;716;0;18.00;4;ELENOR%20SIVI%20EL%20SABUNU%202%20LT%20ROMANT%C4%B0K
2928;ELENOR SIVI EL SABUNU 4 LT ROMANTİK;empty;-;8693023041178;11.23;11.79;14.95;0;0;716;16;18.00;4;ELENOR%20SIVI%20EL%20SABUNU%204%20LT%20ROMANT%C4%B0K
